id,LAI1,POP1,xcoord,ycoord
"0",12.6153841018677,1.99023497104645,-74.347575754,4.86183551
"1",12.6153841018677,2.09461760520935,-74.345773952,4.86183551
"2",12.6153841018677,2.14370679855347,-74.34397215,4.86183551
"3",13.2307691574097,2.7803316116333,-74.342170348,4.86183551
"4",13.2307691574097,2.65890789031982,-74.340368546,4.86183551
"5",13.2307691574097,2.55704975128174,-74.338566744,4.86183551
"6",13.5384616851807,2.6218638420105,-74.336764942,4.86183551
"7",13.5384616851807,2.48699045181274,-74.33496314,4.86183551
"8",14.4615383148193,2.44551014900208,-74.333161338,4.86183551
"9",14.4615383148193,2.28975558280945,-74.331359536,4.86183551
"10",14.4615383148193,2.21843671798706,-74.329557734,4.86183551
"11",14.4615383148193,2.03063416481018,-74.327755932,4.86183551
"12",14.4615383148193,1.58213913440704,-74.32595413,4.86183551
"13",14.1538457870483,1.36261963844299,-74.324152328,4.86183551
"14",14.1538457870483,1.31743776798248,-74.322350526,4.86183551
"15",14.4615383148193,1.32132375240326,-74.320548724,4.86183551
"16",14.4615383148193,1.16615319252014,-74.318746922,4.86183551
"17",15.3846158981323,1.25316262245178,-74.31694512,4.86183551
"18",15.3846158981323,1.26079916954041,-74.315143318,4.86183551
"19",15.3846158981323,1.34063291549683,-74.313341516,4.86183551
"20",15.3846158981323,1.35484063625336,-74.3115397139999,4.86183551
"21",15.3846158981323,1.40209257602692,-74.3097379119999,4.86183551
"22",15.3846158981323,1.41032528877258,-74.3079361099999,4.86183551
"23",15.3846158981323,1.74391448497772,-74.3061343079999,4.86183551
"24",16.3076915740967,1.81891894340515,-74.3043325059999,4.86183551
"25",16.3076915740967,1.80348944664001,-74.3025307039999,4.86183551
"26",16.3076915740967,2.25516438484192,-74.3007289019999,4.86183551
"27",15.692307472229,2.65216612815857,-74.2989270999999,4.86183551
"28",15.692307472229,3.30154967308044,-74.2971252979999,4.86183551
"29",15.0769233703613,3.65139818191528,-74.2953234959999,4.86183551
"30",15.0769233703613,4.39359378814697,-74.2935216939999,4.86183551
"31",15.692307472229,4.24555444717407,-74.2917198919999,4.86183551
"32",15.692307472229,4.24031448364258,-74.2899180899999,4.86183551
"33",14.7692308425903,3.68361616134644,-74.2881162879999,4.86183551
"34",14.7692308425903,3.25621962547302,-74.2863144859999,4.86183551
"35",14.7692308425903,3.53188920021057,-74.2845126839999,4.86183551
"36",15.0769233703613,1.45562493801117,-74.2827108819999,4.86183551
"37",15.0769233703613,1.98971390724182,-74.2809090799999,4.86183551
"38",16.3076915740967,1.9272118806839,-74.2791072779999,4.86183551
"39",16.3076915740967,2.05021190643311,-74.2773054759999,4.86183551
"40",17.2307682037354,2.08162069320679,-74.2755036739999,4.86183551
"41",17.2307682037354,2.3676381111145,-74.2737018719999,4.86183551
"42",17.2307682037354,3.08556032180786,-74.2719000699999,4.86183551
"43",17.8461532592773,3.35000538825989,-74.2700982679999,4.86183551
"44",17.8461532592773,3.74140691757202,-74.2682964659999,4.86183551
"45",18.1538467407227,4.0837574005127,-74.2664946639999,4.86183551
"46",18.1538467407227,4.90096712112427,-74.2646928619999,4.86183551
"47",16.9230766296387,3.75155878067017,-74.2628910599999,4.86183551
"48",16.9230766296387,3.68660759925842,-74.2610892579999,4.86183551
"49",16.9230766296387,4.763014793396,-74.2592874559999,4.86183551
"50",13.5384616851807,5.74287509918213,-74.2574856539999,4.86183551
"51",13.5384616851807,11.594126701355,-74.2556838519999,4.86183551
"52",11.692307472229,11.2024459838867,-74.2538820499999,4.86183551
"53",11.692307472229,10.0487565994263,-74.2520802479999,4.86183551
"54",11.384614944458,8.52163314819336,-74.2502784459999,4.86183551
"55",11.384614944458,8.36410808563232,-74.2484766439999,4.86183551
"56",11.384614944458,2.86573457717896,-74.2466748419998,4.86183551
"57",13.8461542129517,2.73695397377014,-74.2448730399998,4.86183551
"58",13.8461542129517,2.35380864143372,-74.2430712379998,4.86183551
"59",13.2307691574097,2.44992113113403,-74.2412694359998,4.86183551
"60",13.2307691574097,1.95770227909088,-74.2394676339998,4.86183551
"61",13.2307691574097,1.81817173957825,-74.2376658319998,4.86183551
"62",13.2307691574097,1.88295805454254,-74.2358640299998,4.86183551
"63",13.2307691574097,2.86052489280701,-74.2340622279998,4.86183551
"64",11.384614944458,2.72549033164978,-74.2322604259998,4.86183551
"65",11.384614944458,4.47533941268921,-74.2304586239998,4.86183551
"66",7.38461542129517,4.74757242202759,-74.2286568219998,4.86183551
"67",7.38461542129517,7.19301271438599,-74.2268550199998,4.86183551
"68",3.38461542129517,7.38084316253662,-74.2250532179998,4.86183551
"69",3.38461542129517,6.69306898117065,-74.2232514159998,4.86183551
"70",3.38461542129517,3.44710111618042,-74.2214496139998,4.86183551
"71",2.15384602546692,3.65041279792786,-74.2196478119998,4.86183551
"72",2.15384602546692,2.61072850227356,-74.2178460099998,4.86183551
"73",2.76923060417175,3.10181331634521,-74.2160442079998,4.86183551
"74",2.76923060417175,4.22646999359131,-74.2142424059998,4.86183551
"75",4,4.24074363708496,-74.2124406039998,4.86183551
"76",4,3.91100597381592,-74.2106388019998,4.86183551
"77",4,2.68044757843018,-74.2088369999998,4.86183551
"78",4.92307710647583,3.09292578697205,-74.2070351979998,4.86183551
